order_id,order_date,region,channel,category,product,unit_price,quantity,discount_rate,revenue
824,2024-04-26,South,Store,Home,Chair,102.22,4,0.1,369.32
825,2024-09-13,West,Store,Beauty,Makeup,121.72,4,0.2,389.85
826,2024-08-11,North,Online,Home,Cookware,241.55,2,0.18,395.3
827,2024-08-21,East,Store,Beauty,Skincare,157.99,2,0.1,283.8
828,2024-05-05,North,Online,Home,Lamp,215.69,4,0.16,725.46
829,2024-08-20,South,Online,Home,Cookware,121.07,1,0.09,109.58
830,2024-06-04,South,Online,Electronics,Headphones,136.18,3,0.08,374.56
831,2024-12-26,North,Online,Home,Chair,147.46,2,0.12,260.65
832,2024-01-20,North,Online,Grocery,Snacks,140.77,1,0.04,134.93
833,2024-08-31,East,Store,Fashion,Shoes,124.94,4,0.13,435.93
834,2024-01-12,North,Store,Electronics,Speaker,165.58,2,0.09,300.73
835,2024-11-19,West,Online,Beauty,Perfume,95.57,4,0.16,321.94
836,2024-02-17,East,Online,Beauty,Makeup,199.66,4,0.18,655.06
837,2024-03-08,East,Store,Electronics,Speaker,150.45,3,0.18,368.41
838,2024-12-20,West,Store,Electronics,Speaker,30.19,1,0.1,27.21
839,2024-03-27,North,Online,Beauty,Shampoo,252.41,3,0.06,714.85
840,2024-12-29,East,Store,Electronics,Headphones,60.75,4,0.02,238.03
841,2024-09-06,North,Online,Grocery,Spices,188.18,1,0.15,160.1
842,2024-12-01,West,Online,Electronics,Laptop,140.15,1,0.04,134.48
843,2024-10-06,East,Online,Fashion,T-Shirt,42.91,2,0.11,76.08
844,2024-02-01,North,Online,Beauty,Perfume,293.01,1,0.14,252.89
845,2024-06-20,North,Online,Electronics,Laptop,54.32,2,0.04,103.89
846,2024-07-26,West,Store,Beauty,Shampoo,171.43,1,0.05,162.66
847,2024-09-29,West,Store,Electronics,Phone,234.17,3,0.01,693.07
848,2024-07-23,North,Online,Fashion,Jacket,165.73,4,0.13,576.04
849,2024-08-20,West,Store,Grocery,Snacks,157.55,2,0.14,269.85
850,2024-06-03,South,Online,Grocery,Beverages,66.77,1,0.16,56.09
851,2024-04-10,South,Online,Electronics,Headphones,163.92,1,0.17,136.18
852,2024-09-04,North,Store,Electronics,Laptop,287.29,2,0.06,542.53
853,2024-07-31,West,Store,Grocery,Beverages,246.91,2,0.14,426.09
854,2024-09-15,East,Online,Home,Chair,239.99,4,0.15,814.64
855,2024-07-04,West,Online,Home,Lamp,260.12,4,0.04,996.44
856,2024-11-16,North,Store,Home,Cookware,93.84,4,0.14,322.81
857,2024-12-20,North,Store,Fashion,T-Shirt,47.63,3,0.18,117.27
858,2024-12-07,North,Store,Grocery,Spices,298.34,1,0.12,262.26
859,2024-03-13,North,Online,Electronics,Headphones,181.07,1,0.16,151.75
860,2024-05-30,South,Online,Home,Lamp,164.58,3,0.14,425.8
861,2024-10-27,South,Online,Beauty,Skincare,111.59,4,0.0,445.26
862,2024-03-15,North,Online,Home,Lamp,282.59,2,0.13,494.26
863,2024-01-10,East,Store,Beauty,Skincare,247.72,2,0.0,495.15
864,2024-06-11,East,Online,Grocery,Spices,257.55,4,0.08,948.43
865,2024-08-03,West,Store,Home,Lamp,27.09,3,0.04,77.98
866,2024-11-21,East,Online,Electronics,Headphones,253.62,3,0.18,620.8
867,2024-12-10,North,Store,Grocery,Beverages,147.48,1,0.17,122.69
868,2024-09-05,North,Online,Electronics,Speaker,158.27,1,0.16,132.58
869,2024-11-23,North,Online,Electronics,Laptop,77.95,3,0.15,199.69
870,2024-05-05,West,Store,Beauty,Perfume,160.68,4,0.17,535.73
871,2024-07-22,North,Store,Electronics,Laptop,25.07,3,0.18,61.78
872,2024-03-28,East,Store,Grocery,Cereal,150.99,2,0.15,257.18
873,2024-09-16,North,Store,Home,Cookware,293.85,3,0.15,750.26
874,2024-08-06,North,Online,Home,Cookware,52.52,3,0.09,143.95
875,2024-01-14,South,Store,Electronics,Phone,58.03,3,0.12,153.54
876,2024-03-17,North,Online,Beauty,Makeup,269.92,1,0.01,268.51
877,2024-12-16,East,Store,Fashion,Jeans,146.76,1,0.17,122.05
878,2024-07-06,West,Store,Fashion,Shoes,218.84,1,0.12,193.37
879,2024-07-15,North,Online,Beauty,Perfume,199.48,3,0.07,555.44
880,2024-07-19,South,Store,Electronics,Phone,55.53,4,0.16,187.56
881,2024-09-06,West,Store,Beauty,Makeup,89.21,1,0.09,80.85
882,2024-11-27,East,Store,Grocery,Beverages,263.76,2,0.03,510.27
883,2024-06-29,South,Store,Electronics,Laptop,53.69,3,0.05,152.79
884,2024-12-10,West,Store,Home,Cookware,10.65,1,0.1,9.56
885,2024-04-15,South,Store,Electronics,Laptop,76.25,3,0.12,201.65
886,2024-04-03,South,Store,Electronics,Laptop,78.69,1,0.01,78.22
887,2024-12-17,South,Store,Grocery,Spices,117.88,4,0.12,417.22
888,2024-01-03,East,Store,Grocery,Beverages,95.95,1,0.06,90.16
889,2024-06-16,North,Online,Fashion,T-Shirt,274.48,4,0.02,1073.83
890,2024-11-27,South,Store,Fashion,Jeans,170.87,2,0.0,340.35
891,2024-02-17,West,Store,Grocery,Cereal,201.53,3,0.11,540.75
892,2024-03-27,South,Store,Electronics,Laptop,23.03,3,0.16,57.7
893,2024-09-24,South,Store,Home,Chair,291.11,2,0.03,561.86
894,2024-11-12,North,Store,Electronics,Phone,297.65,3,0.05,850.9
895,2024-02-04,West,Store,Fashion,T-Shirt,21.74,3,0.1,58.77
896,2024-02-11,East,Online,Home,Cookware,250.26,1,0.19,201.71
897,2024-06-13,South,Store,Beauty,Shampoo,80.03,4,0.17,264.78
898,2024-08-13,South,Online,Beauty,Skincare,93.63,1,0.11,83.64
899,2024-12-31,East,Store,Grocery,Snacks,41.09,4,0.05,155.44
900,2024-01-06,South,Store,Home,Lamp,258.3,2,0.15,436.98
901,2024-06-12,North,Store,Home,Cookware,143.51,3,0.03,419.29
902,2024-06-16,South,Store,Home,Cookware,229.33,1,0.06,214.59
903,2024-10-02,East,Store,Home,Cookware,45.38,4,0.02,177.39
904,2024-03-24,South,Store,Home,Cookware,231.32,2,0.05,439.95
905,2024-09-25,North,Store,Home,Cookware,256.66,4,0.15,876.07
906,2024-01-12,East,Online,Beauty,Shampoo,77.97,3,0.11,208.13
907,2024-09-03,West,Store,Fashion,Shoes,149.63,3,0.1,403.72
908,2024-02-11,North,Online,Beauty,Perfume,51.02,4,0.07,189.12
909,2024-12-03,North,Online,Electronics,Phone,153.11,4,0.07,568.88
910,2024-07-10,South,Store,Grocery,Snacks,220.46,2,0.06,415.89
911,2024-03-21,North,Online,Beauty,Skincare,205.97,1,0.05,195.65
912,2024-02-26,East,Store,Beauty,Makeup,17.1,3,0.14,44.08
913,2024-08-24,West,Store,Fashion,T-Shirt,245.92,2,0.03,476.07
914,2024-07-25,East,Store,Beauty,Skincare,170.59,1,0.12,150.94
915,2024-07-02,South,Online,Grocery,Spices,115.62,1,0.17,95.99
916,2024-11-04,North,Online,Grocery,Spices,151.88,1,0.02,149.59
917,2024-09-06,East,Store,Beauty,Shampoo,294.57,4,0.13,1019.9
918,2024-07-17,West,Online,Home,Chair,196.69,4,0.18,647.73
919,2024-11-07,North,Store,Home,Cookware,68.79,3,0.04,197.65
920,2024-02-18,West,Store,Home,Lamp,106.12,1,0.08,97.69
921,2024-06-15,East,Online,Grocery,Cereal,198.99,4,0.14,684.55
922,2024-09-29,South,Store,Grocery,Spices,40.85,1,0.19,32.9
923,2024-02-25,West,Online,Fashion,T-Shirt,145.44,3,0.06,408.11
924,2024-07-20,South,Store,Electronics,Phone,139.51,3,0.1,375.67
925,2024-04-13,North,Store,Grocery,Spices,270.88,3,0.02,794.89
926,2024-08-20,East,Online,Grocery,Spices,66.59,2,0.05,126.12
927,2024-05-13,South,Online,Home,Table,88.67,2,0.13,154.34
928,2024-12-17,North,Store,Fashion,T-Shirt,61.0,3,0.04,174.9
929,2024-07-19,North,Online,Electronics,Headphones,21.3,2,0.05,40.27
930,2024-07-28,West,Store,Grocery,Snacks,99.9,1,0.09,90.64
931,2024-03-14,West,Store,Grocery,Beverages,46.09,1,0.08,42.25
932,2024-10-16,West,Online,Grocery,Snacks,176.55,1,0.03,171.05
933,2024-04-15,East,Store,Grocery,Beverages,34.09,2,0.12,60.29
934,2024-02-08,South,Store,Grocery,Spices,263.72,2,0.05,498.57
935,2024-09-07,North,Online,Fashion,Jacket,91.56,1,0.13,79.47
936,2024-09-05,North,Online,Electronics,Phone,32.49,1,0.17,26.81
937,2024-09-19,West,Store,Electronics,Phone,223.77,4,0.2,716.63
938,2024-04-30,South,Online,Fashion,Jeans,258.41,2,0.15,441.5
939,2024-01-02,South,Store,Fashion,Jeans,257.81,3,0.08,711.57
940,2024-05-20,East,Online,Home,Lamp,162.22,2,0.16,274.11
941,2024-06-23,West,Store,Home,Cookware,118.34,2,0.03,230.34
942,2024-11-04,South,Store,Electronics,Laptop,58.53,2,0.07,108.96
943,2024-06-21,West,Online,Fashion,Jeans,271.34,3,0.11,721.73
944,2024-01-24,North,Store,Fashion,Jeans,156.92,3,0.03,456.76
945,2024-06-02,South,Online,Home,Table,187.61,2,0.01,369.95
946,2024-10-07,South,Store,Grocery,Beverages,185.5,2,0.08,340.58
947,2024-02-28,South,Online,Grocery,Snacks,78.64,2,0.18,128.67
948,2024-05-19,East,Store,Beauty,Skincare,48.05,1,0.13,41.92
949,2024-08-03,North,Online,Fashion,Jeans,92.92,4,0.01,366.35
950,2024-03-23,North,Store,Home,Table,261.98,3,0.02,768.51
951,2024-12-02,North,Online,Home,Lamp,149.94,2,0.18,244.45
952,2024-03-18,East,Online,Home,Table,28.91,4,0.19,94.09
953,2024-04-27,East,Store,Home,Chair,157.12,4,0.09,573.39
954,2024-09-04,South,Store,Beauty,Skincare,72.16,3,0.14,185.77
955,2024-01-17,East,Online,Fashion,Shoes,139.51,1,0.0,139.34
956,2024-10-15,North,Online,Home,Chair,89.94,1,0.13,78.15
957,2024-07-20,South,Store,Grocery,Spices,179.74,4,0.19,579.92
958,2024-12-13,West,Online,Fashion,Shoes,49.68,3,0.14,128.64
959,2024-06-15,South,Store,Electronics,Speaker,287.06,2,0.06,537.86
960,2024-03-26,North,Store,Electronics,Phone,254.37,2,0.15,431.61
961,2024-07-26,South,Online,Fashion,Jeans,144.16,1,0.16,120.67
962,2024-12-20,East,Online,Home,Table,136.51,3,0.12,362.11
963,2024-03-06,East,Online,Beauty,Shampoo,282.78,3,0.09,775.71
964,2024-01-11,North,Online,Fashion,Shoes,166.77,3,0.11,445.03
965,2024-05-11,East,Online,Fashion,Jeans,214.17,3,0.08,589.66
966,2024-04-18,South,Store,Electronics,Speaker,238.18,2,0.18,389.75
967,2024-03-08,East,Online,Fashion,T-Shirt,224.64,3,0.07,629.15
968,2024-09-04,West,Store,Electronics,Phone,45.66,1,0.03,44.24
969,2024-01-06,West,Online,Home,Table,134.43,2,0.08,247.63
970,2024-01-03,South,Store,Electronics,Headphones,49.62,3,0.16,125.76
971,2024-01-13,North,Online,Beauty,Skincare,46.34,4,0.02,182.16
972,2024-02-17,West,Store,Home,Table,16.75,3,0.06,47.44
973,2024-10-22,East,Online,Grocery,Beverages,234.81,2,0.13,407.41
974,2024-11-29,North,Store,Fashion,Jeans,138.33,1,0.13,120.76
975,2024-05-07,South,Store,Fashion,Shoes,179.5,3,0.1,482.56
976,2024-04-16,East,Store,Fashion,Shoes,122.38,3,0.07,340.44
977,2024-08-06,North,Store,Home,Cookware,108.69,3,0.17,269.99
978,2024-02-16,West,Store,Electronics,Headphones,124.21,3,0.2,298.13
979,2024-04-28,North,Store,Fashion,Jeans,87.93,2,0.14,151.52
980,2024-03-14,South,Online,Fashion,Jacket,267.75,3,0.16,675.95
981,2024-09-17,South,Store,Fashion,Jacket,264.73,1,0.14,227.13
982,2024-12-28,East,Online,Grocery,Cereal,207.92,1,0.04,198.91
983,2024-10-19,North,Online,Home,Lamp,282.94,2,0.06,529.21
984,2024-01-24,West,Online,Beauty,Skincare,276.92,3,0.08,762.97
985,2024-12-28,South,Store,Electronics,Laptop,265.14,2,0.09,479.96
986,2024-03-10,South,Store,Fashion,Shoes,217.83,2,0.06,410.69
987,2024-07-12,West,Store,Beauty,Makeup,82.76,4,0.13,289.27
988,2024-08-24,North,Store,Fashion,Jacket,193.18,3,0.04,557.78
989,2024-05-25,West,Online,Electronics,Headphones,295.31,3,0.11,791.75
990,2024-07-21,West,Online,Home,Chair,200.12,4,0.14,689.84
991,2024-07-31,North,Online,Beauty,Makeup,294.39,1,0.05,280.97
992,2024-12-09,North,Online,Grocery,Cereal,114.66,1,0.14,98.27
993,2024-03-22,North,Store,Electronics,Headphones,80.67,2,0.05,153.74
994,2024-05-05,North,Online,Fashion,T-Shirt,19.04,2,0.12,33.34
995,2024-07-28,East,Store,Electronics,Headphones,263.11,2,0.12,464.96
996,2024-05-30,South,Online,Home,Table,245.45,1,0.18,200.58
997,2024-02-09,West,Store,Fashion,Shoes,56.58,2,0.06,106.21
998,2024-03-14,South,Store,Beauty,Makeup,276.63,1,0.02,270.92
999,2024-06-15,North,Online,Grocery,Beverages,113.05,3,0.12,298.77
1000,2024-04-26,North,Store,Electronics,Speaker,112.42,2,0.12,197.18
1001,2024-05-03,North,Store,Beauty,Perfume,58.32,4,0.01,231.25
1002,2024-08-27,South,Store,Beauty,Makeup,213.55,3,0.08,589.02
1003,2024-03-15,North,Store,Home,Lamp,220.61,1,0.04,211.92
1004,2024-01-24,South,Store,Home,Cookware,184.25,2,0.09,336.25
1005,2024-08-06,West,Online,Grocery,Cereal,192.56,4,0.13,672.42
1006,2024-04-29,East,Store,Home,Chair,181.68,2,0.01,361.51
1007,2024-02-10,North,Store,Grocery,Snacks,162.19,1,0.12,142.24
1008,2024-03-27,North,Online,Grocery,Spices,266.51,1,0.15,225.84
1009,2024-02-17,North,Online,Electronics,Headphones,125.41,2,0.05,238.48
1010,2024-02-25,West,Store,Fashion,Jacket,56.14,4,0.2,180.55
1011,2024-10-22,North,Store,Home,Chair,44.88,3,0.16,112.65
1012,2024-07-19,South,Online,Home,Table,184.77,3,0.01,548.15
1013,2024-07-23,North,Store,Electronics,Speaker,52.03,2,0.18,84.86
1014,2024-04-13,East,Store,Beauty,Skincare,90.11,2,0.1,162.09
1015,2024-05-17,South,Online,Fashion,T-Shirt,156.66,2,0.2,251.64
1016,2024-08-12,North,Online,Home,Chair,111.5,1,0.14,95.5
1017,2024-11-04,North,Online,Home,Chair,24.96,2,0.19,40.6
1018,2024-01-30,South,Store,Beauty,Shampoo,281.83,2,0.06,530.92
1019,2024-10-26,South,Online,Beauty,Shampoo,115.66,2,0.2,185.3
1020,2024-01-09,East,Online,Beauty,Shampoo,250.1,3,0.17,620.97
1021,2024-03-25,East,Store,Fashion,Shoes,188.18,1,0.17,157.11
1022,2024-03-21,South,Store,Electronics,Speaker,157.9,2,0.17,262.95
1023,2024-05-07,North,Online,Beauty,Shampoo,281.45,4,0.02,1099.54
1024,2024-01-10,West,Online,Beauty,Shampoo,25.59,4,0.1,92.01
1025,2024-09-11,East,Store,Fashion,T-Shirt,170.75,2,0.11,303.75
1026,2024-08-01,North,Store,Home,Lamp,275.84,1,0.2,221.97
1027,2024-03-06,South,Store,Electronics,Laptop,148.55,1,0.17,122.57
1028,2024-12-22,East,Store,Electronics,Headphones,75.94,1,0.17,63.14
1029,2024-09-18,East,Online,Home,Table,279.53,2,0.07,522.04
1030,2024-04-27,West,Online,Grocery,Spices,269.34,2,0.06,508.87
1031,2024-01-19,East,Online,Electronics,Speaker,73.03,2,0.01,144.22
1032,2024-05-09,North,Online,Fashion,Shoes,142.02,3,0.06,400.34
1033,2024-12-24,West,Online,Grocery,Cereal,130.38,1,0.13,113.46
1034,2024-04-22,East,Store,Fashion,Jeans,46.0,3,0.07,128.85
1035,2024-08-22,East,Store,Beauty,Makeup,23.59,4,0.03,91.06
1036,2024-11-22,North,Online,Electronics,Laptop,156.22,1,0.11,139.71
1037,2024-06-12,East,Store,Fashion,Shoes,205.43,1,0.01,203.2
1038,2024-02-15,West,Online,Electronics,Laptop,269.53,3,0.11,716.0
1039,2024-09-29,East,Online,Beauty,Makeup,205.73,1,0.18,169.51
1040,2024-02-10,West,Store,Home,Chair,228.46,2,0.11,407.31
1041,2024-12-29,South,Store,Electronics,Speaker,143.16,1,0.03,138.29
1042,2024-08-22,North,Store,Electronics,Phone,31.16,4,0.01,122.81
1043,2024-11-25,South,Store,Fashion,T-Shirt,274.19,4,0.08,1007.96
1044,2024-07-30,South,Online,Fashion,Shoes,94.93,1,0.02,92.6
1045,2024-06-30,North,Online,Home,Cookware,39.85,1,0.1,36.02
1046,2024-10-19,South,Store,Electronics,Headphones,65.96,1,0.05,62.85
1047,2024-12-22,West,Online,Grocery,Snacks,127.46,2,0.14,218.59
1048,2024-08-05,East,Store,Electronics,Phone,136.91,1,0.11,121.44
1049,2024-04-10,North,Store,Fashion,T-Shirt,85.78,2,0.09,155.74
1050,2024-11-11,East,Online,Home,Chair,39.85,1,0.16,33.3
1051,2024-02-03,South,Store,Electronics,Phone,243.17,2,0.15,413.22
1052,2024-08-02,West,Store,Beauty,Perfume,133.72,2,0.04,257.07
1053,2024-12-28,East,Online,Home,Chair,266.84,1,0.07,247.18
1054,2024-04-03,North,Store,Fashion,Jacket,275.92,4,0.1,995.42
1055,2024-06-22,West,Store,Grocery,Cereal,259.32,4,0.08,958.04
1056,2024-12-26,West,Store,Home,Cookware,61.56,3,0.15,157.66
1057,2024-10-05,West,Online,Fashion,Jacket,119.73,4,0.04,459.79
1058,2024-10-13,North,Online,Beauty,Makeup,99.07,3,0.12,261.04
1059,2024-09-27,South,Store,Home,Table,203.77,4,0.15,690.79
1060,2024-12-27,East,Online,Grocery,Cereal,86.06,1,0.02,84.47
1061,2024-09-27,East,Online,Beauty,Shampoo,107.28,3,0.0,321.05
1062,2024-05-11,East,Online,Grocery,Cereal,63.34,2,0.06,119.54
1063,2024-05-18,South,Store,Fashion,Jacket,195.08,2,0.07,363.24
1064,2024-02-19,South,Store,Electronics,Headphones,128.0,4,0.07,478.39
1065,2024-06-30,North,Store,Beauty,Shampoo,21.93,4,0.03,85.19
1066,2024-07-14,North,Store,Beauty,Perfume,136.95,4,0.07,510.14
1067,2024-08-01,West,Online,Beauty,Perfume,56.64,1,0.07,52.59
1068,2024-04-12,West,Online,Beauty,Makeup,250.53,3,0.06,709.94
1069,2024-11-16,South,Store,Electronics,Laptop,178.9,4,0.06,672.95
1070,2024-05-17,North,Store,Beauty,Shampoo,203.19,3,0.04,584.73
1071,2024-06-23,West,Online,Beauty,Makeup,198.77,3,0.18,488.46
1072,2024-04-18,West,Store,Home,Chair,115.48,2,0.16,193.13
1073,2024-06-01,East,Online,Electronics,Speaker,271.05,1,0.18,223.1
1074,2024-06-05,West,Online,Home,Chair,250.19,4,0.06,937.55
1075,2024-08-06,North,Online,Grocery,Spices,183.23,1,0.13,159.4
1076,2024-07-09,East,Online,Fashion,Shoes,72.76,3,0.17,182.08
1077,2024-03-14,North,Store,Beauty,Shampoo,64.79,4,0.05,246.84
1078,2024-01-21,West,Store,Electronics,Headphones,142.1,1,0.19,115.67
1079,2024-03-18,East,Online,Fashion,Jacket,144.48,4,0.09,527.77
1080,2024-08-13,South,Online,Fashion,Jeans,209.47,2,0.01,415.52
1081,2024-07-08,East,Online,Fashion,Shoes,52.5,2,0.11,93.39
1082,2024-05-23,East,Store,Fashion,T-Shirt,75.69,1,0.16,63.3
1083,2024-11-24,South,Online,Beauty,Makeup,64.73,2,0.15,110.63
1084,2024-04-19,South,Online,Electronics,Headphones,52.85,4,0.07,196.45
1085,2024-12-25,South,Store,Home,Cookware,11.77,4,0.19,38.29
1086,2024-02-18,East,Store,Grocery,Beverages,279.07,4,0.12,982.11
1087,2024-01-09,South,Online,Home,Cookware,133.81,3,0.15,342.69
1088,2024-04-07,North,Store,Grocery,Beverages,283.74,1,0.03,274.92
1089,2024-01-28,North,Online,Grocery,Snacks,224.24,4,0.19,724.65
1090,2024-06-23,South,Online,Grocery,Beverages,165.85,2,0.09,302.13
1091,2024-01-24,North,Online,Home,Table,60.62,3,0.19,147.97
1092,2024-08-13,East,Online,Electronics,Headphones,65.66,3,0.01,194.47
1093,2024-08-22,East,Store,Electronics,Headphones,224.58,1,0.01,222.1
1094,2024-04-27,West,Online,Beauty,Perfume,160.33,1,0.02,157.23
1095,2024-05-16,East,Store,Electronics,Laptop,70.24,4,0.14,242.59
1096,2024-01-21,North,Store,Fashion,T-Shirt,176.2,2,0.2,282.0
1097,2024-10-04,North,Online,Electronics,Phone,116.19,2,0.18,191.3
1098,2024-04-05,West,Store,Grocery,Spices,129.51,1,0.15,110.19
1099,2024-07-02,South,Store,Beauty,Shampoo,103.79,1,0.17,85.93
1100,2024-05-09,South,Store,Grocery,Beverages,16.82,2,0.05,31.93
1101,2024-11-06,North,Store,Home,Table,191.55,1,0.17,158.04
1102,2024-07-12,South,Online,Electronics,Phone,237.93,2,0.12,419.57
1103,2024-06-15,North,Store,Home,Lamp,104.86,2,0.02,205.1
1104,2024-03-15,West,Store,Electronics,Phone,52.22,1,0.11,46.26
1105,2024-08-19,South,Online,Fashion,T-Shirt,205.32,2,0.06,387.51
1106,2024-11-08,West,Store,Fashion,T-Shirt,286.82,1,0.16,240.33
1107,2024-09-24,South,Online,Grocery,Spices,110.56,3,0.17,275.98
1108,2024-05-17,West,Online,Fashion,T-Shirt,117.12,3,0.0,351.3
1109,2024-02-03,West,Store,Home,Lamp,183.97,3,0.11,491.13
1110,2024-07-30,South,Online,Grocery,Cereal,204.57,3,0.09,557.88
1111,2024-11-21,South,Store,Electronics,Phone,61.07,2,0.13,105.96
1112,2024-04-14,West,Store,Fashion,Shoes,204.41,2,0.03,396.61
1113,2024-04-04,West,Online,Fashion,Shoes,60.66,1,0.19,49.34
1114,2024-10-03,North,Store,Beauty,Shampoo,66.29,1,0.18,54.63
1115,2024-01-23,North,Store,Electronics,Laptop,260.19,3,0.07,729.68
1116,2024-01-02,North,Online,Grocery,Cereal,256.7,3,0.15,654.26
1117,2024-06-20,East,Store,Fashion,Shoes,217.92,2,0.14,373.36
1118,2024-06-13,West,Online,Home,Lamp,151.96,2,0.12,266.62
1119,2024-05-30,South,Store,Beauty,Perfume,12.74,3,0.11,33.85
1120,2024-03-29,East,Store,Grocery,Snacks,176.6,2,0.09,319.64
1121,2024-12-25,East,Online,Electronics,Phone,274.02,4,0.11,975.94
1122,2024-06-06,East,Online,Electronics,Phone,134.45,3,0.14,346.16
1123,2024-08-09,North,Online,Beauty,Shampoo,198.99,2,0.13,348.07
1124,2024-11-14,North,Online,Home,Lamp,185.62,4,0.01,732.28
1125,2024-08-19,South,Online,Fashion,Shoes,188.22,3,0.0,563.5
1126,2024-11-17,East,Online,Beauty,Makeup,27.1,4,0.06,101.83
1127,2024-03-28,South,Store,Electronics,Speaker,30.63,2,0.02,59.87
1128,2024-06-02,East,Store,Fashion,T-Shirt,23.95,3,0.11,63.77
1129,2024-03-02,South,Online,Beauty,Makeup,118.91,4,0.12,416.41
1130,2024-10-27,North,Store,Home,Cookware,136.04,1,0.04,131.06
1131,2024-12-26,West,Online,Home,Table,114.51,3,0.06,323.69
1132,2024-12-17,North,Store,Grocery,Spices,48.65,4,0.15,165.52
1133,2024-09-28,South,Store,Electronics,Phone,47.71,3,0.04,137.13
1134,2024-12-29,East,Store,Fashion,Shoes,200.58,4,0.17,668.77
1135,2024-12-20,East,Store,Grocery,Cereal,169.25,2,0.1,303.58
1136,2024-08-16,West,Store,Electronics,Speaker,228.79,3,0.07,635.56
1137,2024-11-03,West,Store,Fashion,Jacket,179.37,1,0.08,164.29
1138,2024-10-31,North,Store,Electronics,Laptop,233.11,1,0.18,191.52
1139,2024-04-02,East,Online,Electronics,Headphones,258.13,3,0.15,658.3
1140,2024-01-03,South,Online,Electronics,Laptop,257.69,4,0.01,1019.67
1141,2024-05-06,West,Online,Electronics,Speaker,229.99,1,0.11,205.32
1142,2024-02-02,South,Store,Grocery,Beverages,26.71,4,0.12,93.68
1143,2024-07-17,West,Store,Home,Chair,208.95,4,0.02,818.41
1144,2024-05-26,North,Store,Grocery,Snacks,38.52,4,0.02,150.98
1145,2024-09-26,West,Online,Electronics,Phone,267.76,1,0.16,224.89
1146,2024-10-10,West,Store,Beauty,Shampoo,272.83,2,0.06,513.06
1147,2024-02-25,South,Store,Grocery,Snacks,269.74,3,0.03,784.0
1148,2024-06-27,West,Store,Beauty,Shampoo,275.08,3,0.08,762.39
1149,2024-03-28,East,Online,Beauty,Shampoo,270.11,4,0.14,933.5
1150,2024-07-04,North,Online,Electronics,Speaker,290.91,4,0.19,938.49
1151,2024-03-25,North,Store,Fashion,Jeans,228.34,4,0.02,897.65
1152,2024-04-28,East,Online,Electronics,Laptop,79.51,2,0.01,157.33
1153,2024-09-06,North,Online,Grocery,Beverages,280.23,3,0.09,761.66
1154,2024-09-07,South,Store,Fashion,Jacket,111.95,3,0.15,285.73
1155,2024-10-25,West,Online,Grocery,Spices,162.84,1,0.04,155.56
1156,2024-05-13,North,Store,Beauty,Makeup,219.94,3,0.02,648.25
1157,2024-05-20,West,Store,Grocery,Snacks,261.16,2,0.05,496.87
1158,2024-02-03,East,Store,Grocery,Spices,245.41,4,0.09,890.75
1159,2024-10-04,West,Online,Beauty,Perfume,43.11,1,0.15,36.46
1160,2024-02-07,East,Store,Home,Table,201.28,4,0.08,741.34
1161,2024-11-22,South,Store,Beauty,Makeup,173.66,4,0.1,623.97
1162,2024-05-04,East,Store,Beauty,Shampoo,28.14,4,0.15,95.56
1163,2024-10-25,East,Store,Electronics,Laptop,217.8,3,0.1,584.96
1164,2024-08-09,West,Online,Fashion,Jeans,111.71,1,0.08,102.55
1165,2024-07-03,East,Online,Grocery,Beverages,60.46,3,0.07,168.09
1166,2024-06-30,North,Online,Beauty,Makeup,162.36,1,0.16,136.65
1167,2024-05-22,East,Store,Fashion,Jacket,199.48,2,0.11,355.11
1168,2024-03-25,North,Store,Grocery,Spices,147.27,3,0.04,424.29
1169,2024-04-09,South,Store,Fashion,Shoes,174.55,2,0.09,316.82
1170,2024-02-08,West,Store,Grocery,Spices,39.03,1,0.16,32.9
1171,2024-09-06,West,Store,Grocery,Snacks,82.87,1,0.01,82.15
1172,2024-08-16,West,Store,Home,Table,170.79,3,0.05,486.5
1173,2024-06-21,East,Store,Electronics,Phone,222.99,3,0.13,578.91
1174,2024-07-31,South,Online,Grocery,Beverages,47.21,3,0.04,136.09
1175,2024-08-10,East,Store,Fashion,Shoes,54.94,1,0.03,53.12
1176,2024-02-10,South,Store,Beauty,Perfume,216.62,1,0.06,204.45
1177,2024-03-15,South,Online,Fashion,Jeans,288.35,4,0.1,1039.78
1178,2024-05-19,North,Online,Fashion,Jeans,254.4,1,0.02,250.08
1179,2024-02-13,West,Store,Home,Chair,255.73,3,0.01,762.97
1180,2024-09-13,West,Online,Electronics,Headphones,163.46,4,0.01,645.85
1181,2024-03-16,West,Store,Electronics,Laptop,241.37,1,0.09,218.93
1182,2024-04-08,West,Store,Beauty,Skincare,94.75,3,0.03,276.64
1183,2024-09-20,West,Store,Electronics,Laptop,89.04,3,0.05,253.02
1184,2024-07-23,East,Store,Beauty,Shampoo,261.95,4,0.06,986.43
1185,2024-07-14,South,Store,Electronics,Headphones,97.68,3,0.11,260.13
1186,2024-06-23,North,Store,Grocery,Cereal,264.46,4,0.01,1048.13
1187,2024-02-11,West,Store,Fashion,Jacket,82.31,2,0.05,155.81
1188,2024-03-24,East,Online,Fashion,Shoes,200.13,2,0.17,333.33
1189,2024-03-24,East,Store,Home,Cookware,246.67,1,0.01,244.83
